Date (DD/MM/YY),Time,Recorder,Specimen ID,Longitude,Latitude,Fokontany / PN,Species,Altitude (m),Circumference of trunk (m),Height (m),Height approximated? (Y/N),Soil,Surrounding vegetation,Bark stripping (Y/N),Bark stripping observations,Bark stripping factor,Bark etchings,Footholds,Marary (Y/N),Marary observations,Marary factor,Leaves (Y/N),Flowers (Y/N),Fruit (Y/N),Near village?,Near cliff face?,Near other baobabs?,Hollow trunk?,Notes
06/07/23,2:54 PM,KVP,AK38,-22.05928,43.28393,Ambalorao,grandidieri,5,11.9,5.9,N,"sandy, some small rocks (limestone), fewer rocks than BF","laro, famonty, sono, boy, fandriandambo",Y,"extensive (shallow, large area) + baobab cave (large hole carved out -- 2.30m W, 2.10m H, 2.20m Depth at opening)",3,NA,Y,Y,kely,1,N,N,N,N,N,Y,N?,"zebu ate into bark (? not sure what this means), tape was pulled out around baobab cave to approximate actual baobab circumference, trunk is kinda hollow (because of cave) hence the N? rating"
06/07/23,3:05 PM,KVP,AK39,-22.05973,43.28329,Ambalorao,grandidieri,4,12.3,6.3,N,"sandy, some small rocks (limestone), fewer rocks than BF","laro, varonalika, boy, bolobolo, vantango, anakarake",Y,small chair and a lot along base (but shallow),3,NA,Y,N,NA,0,N,N,N,N,N,Y,N,
06/07/23,3:07 PM,KVP,AK40,-22.0598,43.28318,Ambalorao,grandidieri,5,11.19,6.1,N,"sandy, some small rocks (limestone), fewer rocks than BF","laro, boy, zaha, tsipapolahe, lombiry, sekatse",Y,3 x shallow but large area bark strip,3,NA,Y,Y,NA,2,N,N,N,N,N,Y,N,"bark peeling at the bottom, bumpy bark, zebu sounds nearby, nearby fire evidence (past fire)"
06/07/23,3:12 PM,KVP,AK41,-22.05984,43.28325,Ambalorao,grandidieri,6,7.12,4.4,N,"sandy, some small rocks (limestone), fewer rocks than BF","bolobolo, folafoty, laro, boy, vantango, sekatse, sakoa, lombiry, nonokalika",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,bumpy bark
06/07/23,3:25 PM,KVP,AK42,-22.05995,43.28297,Ambalorao,grandidieri,9,11.11,6.45,N,"sandy, some small rocks (limestone), fewer rocks than BF","mandravasavaroche, sambaratoake, fampindy, zaha, tsingilo, remontany, laro, bangake, fandrihosy, sakoa, tartarike",Y,kinda deep in 2 places,2,NA,Y,Y,kely (patches up tree trunk),2,N,N,N,N,N,N,N,lichen
10/07/23,11:19 AM,KVP,ANT1,-22.0112,43.26045,Antsatsamory,grandidieri,4,10.4,4.86,N,very rocky (ground is pure limestone),"anakarake, tsingilo, tapisaky, nonoke, sasave, kily, komokomoke, volofoty be, famata",N,NA,0,NA,N,Y,along trunk,3,N,N,N,Y,N,Y,N,"""slumped"" bark, lichen"
10/07/23,11:28 AM,KVP,ANT2,-22.01096,43.26028,Antsatsamory,grandidieri,3,9.25,4.2,N,very rocky (ground is pure limestone),"nonokalika, famata, sasave, sambaratoake, volofoty be, sekatse, taotao",Y,"extensive (""dinosaur jaw"" stripped + baobab chair)",3,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,
10/07/23,11:33 AM,KVP,ANT3,-22.01086,43.26011,Antsatsamory,grandidieri,3,10.16,4.29,N,very rocky (ground is pure limestone),"komokomoke, famata, sasave, nonoke, nonokalika, katsafa, sekatse, boy",Y,"large, semi-deep patches",2,NA,Y,Y,mare,3,N,N,N,Y,N,Y,N,
10/07/23,11:41 AM,KVP,ANT4,-22.01077,43.26064,Antsatsamory,grandidieri,5,2.1,2.42,N,very rocky (ground is pure limestone),"nonokalika, sasave, famata, tsingilo, volofoty be, tifotifo",N,NA,0,Y,N,N,NA,0,N,N,N,Y,N,Y,N,next to ANT5
10/07/23,11:41 AM,KVP,ANT5,-22.01077,43.26064,Antsatsamory,grandidieri,5,6.08,4.03,N,very rocky (ground is pure limestone),"nonokalika, sasave, famata, tsingilo, volofoty be, tifotifo",Y,all around trunk,3,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,next to ANT4
10/07/23,11:50 AM,KVP,ANT6,-22.01119,43.26068,Antsatsamory,grandidieri,5,7.1,6.28,N,very rocky (ground is pure limestone),"manoroke, volofoty be, fandrihosy, tapisaky, bolobolo, mandave, komokomoke, sono, katsafay, boy, nonokalika",Y,small cavern (1m x 1m x 0.5m -- w x h x d),3,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,lichen on shade side
10/07/23,12:02 PM,KVP,ANT7,-22.01109,43.26175,Antsatsamory,grandidieri,5,5.04,5.06,N,very rocky (ground is pure limestone),"sekatse, tapisaky, volofoty be, sono, famata, sakoa, tsipapolahe",N,NA,0,NA,Y,Y,NA,2,N,N,N,Y,N,Y,N,"large chunks of rotten bark fallen nearby, next to ANT8"
10/07/23,12:02 PM,KVP,ANT8,-22.01109,43.26175,Antsatsamory,grandidieri,5,7.8,5,Y,very rocky (ground is pure limestone),"sekatse, tapisaky, volofoty be, sono, famata, sakoa",Y,my height and wingspan,2,NA,Y,Y,mare,3,N,N,N,Y,N,Y,N,next to ANT7
10/07/23,12:10 PM,KVP,ANT9,-22.01099,43.26181,Antsatsamory,grandidieri,7,6,5.4,N,very rocky (ground is pure limestone),"tsipapolahe, volofoty be, sekatse, hazondrano, sasave, nonoke, komokomoke, tifotifo, famata, sono",N,NA,0,NA,Y,Y,kely,1,N,N,N,Y,N,Y,N,"bark peeling off in small patches, next to ANT10"
10/07/23,12:10 PM,KVP,ANT10,-22.01099,43.26181,Antsatsamory,grandidieri,7,4.35,5.2,N,very rocky (ground is pure limestone),"tsipapolahe, volofoty be, sekatse, hazondrano, sasave, nonoke, komokomoke, tifotifo, famata, sono",Y,"width of my body, 1/2 my height, deeper",2,NA,NA,Y,kely,1,N,N,N,Y,N,Y,N,next to ANT9
10/07/23,12:25 PM,KVP,ANT11,-22.01086,43.26181,Antsatsamory,grandidieri,9,6.6,5.12,N,very rocky (ground is pure limestone),"tifotifo, kily, komokomoke, volofoty be, lisinjere, vantango, halimboay",Y,2 x (my height and my wingspan) patches,3,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,next to ANT12
10/07/23,12:25 PM,KVP,ANT12,-22.01086,43.26181,Antsatsamory,grandidieri,9,4.65,5.17,N,very rocky (ground is pure limestone),"tifotifo, kily, komokomoke, volofoty be, lisinjere, vantango, halimboay",Y,deep gouge (1/3 of trunk length),2,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,"next to ANT11, decayed bark in one bark stripped hole"
10/07/23,12:32 PM,KVP,ANT13,-22.01086,43.26192,Antsatsamory,grandidieri,8,7,5.34,N,very rocky (ground is pure limestone),"katsafay, kily, volofoty be, nonokalika, famata, sakoa, komokomoke, sono",Y,shallow,NA,NA,Y,Y,mare,3,N,N,N,Y,N,Y,N,hole with outer layer of decayed bark
10/07/23,12:36 PM,KVP,ANT14,-22.01081,43.262,Antsatsamory,grandidieri,7,5.9,6.14,N,very rocky (ground is pure limestone),"sekatse, famata, volofoty be, boy, komokomoke, nonokalika, tifotifo, tsipapolahe, tapisaky, sasave",Y,extensive x 3 instances (but all are shallow),3,NA,Y,Y,NA,2,N,N,N,Y,N,Y,N,next to ANT15
10/07/23,12:36 PM,KVP,ANT15,-22.01081,43.262,Antsatsamory,grandidieri,7,6.8,5.2,N,very rocky (ground is pure limestone),"katsafay, komokomoke, sekatse, sasave, nonokalika, tapisaky, volofoty be",Y?,possible bark stripping (but very small),1,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,"bumpy bark, bird nest, next to ANT14"
10/07/23,12:46 PM,KVP,ANT16,-22.01088,43.26212,Antsatsamory,grandidieri,6,9.18,5.65,N,very rocky (ground is pure limestone),"famata, mataka, sakoa, katsafay, komokomoke, tifotifo, volofoty be, nonokalika, sono, sambaratoake",Y,NA,NA,NA,Y,Y,mare,3,N,N,N,Y,N,Y,N,"near ANT17, ANT17 is leaning toward ANT16"
10/07/23,12:46 PM,KVP,ANT17,-22.01088,43.26212,Antsatsamory,grandidieri,6,6.13,4.37,N,very rocky (ground is pure limestone),"famata, mataka, sakoa, katsafay, komokomoke, tifotifo, volofoty be, nonokalika, sono, sambaratoake",N,NA,0,NA,N,Y,NA,2,Y,N,N,Y,N,Y,N,"near ANT16, leaning toward ANT16, picture of leaves sketched in observation sheets, slumped bark"
10/07/23,2:36 PM,KVP,ANT18,-22.0107,43.26215,Antsatsamory,grandidieri,7,8.1,5.25,N,very rocky (ground is pure limestone),"sasave, sekatse, nonoke, komokomoke, katsafay, famata, sambaratoake, volofoty be, tapisaky, tifotifo",Y,shallow but large area + deeper large area,3,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,"lichen, near cave"
10/07/23,2:42 PM,KVP,ANT19,-22.01065,43.2619,Antsatsamory,grandidieri,9,6.62,4.75,N,very rocky (ground is pure limestone),"sekatse, nonokalika, sasave, famata, volofoty be, komokomoke",Y,"vertical bark strip, quite deep x 2",2,NA,Y,Y,2 patches,1,N,N,N,Y,N,Y,N,tiny bumps on bark
10/07/23,2:49 PM,KVP,ANT20,-22.01079,43.2619,Antsatsamory,grandidieri,7,7.61,3.99,N,very rocky (ground is pure limestone),"sekatse, volofoty be, nonoke, tifotifo, famata, katsafay, kily, komokomoke",Y,small patches,1,NA,N,Y,outstretched hand-sized patch,1,N,N,N,Y,N,Y,N,
10/07/23,2:58 PM,KVP,ANT21,-22.0106,43.26181,Antsatsamory,grandidieri,8,8.08,4.64,N,very rocky (ground is pure limestone),"bozake, sasave, katsafay, nonokalika, tapisaky, famata, volofoty be, komokomoke, sekatse, tifotifo",N,NA,0,NA,N,Y,mare,3,N,N,N,Y,N,Y,N,"next to 5-7m deep hole with water at the bottom, right up against ANT22 (bark touching), near ANT23"
10/07/23,2:58 PM,KVP,ANT22,-22.0106,43.26181,Antsatsamory,grandidieri,8,4.66,5,Y,very rocky (ground is pure limestone),"bozake, sasave, katsafay, nonokalika, tapisaky, famata, volofoty be, komokomoke, sekatse, tifotifo",Y,large and deep,3,NA,N,N,NA,0,N,N,N,Y,N,Y,N,"right up against ANT21, core taken was watery inside so core 2 was not taken, near ANT23"
10/07/23,2:58 PM,KVP,ANT23,-22.0106,43.26181,Antsatsamory,grandidieri,8,7.47,5.75,N,very rocky (ground is pure limestone),"bozake, sasave, katsafay, nonokalika, tapisaky, famata, volofoty be, komokomoke, sekatse, tifotifo",N,NA,0,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,near ANT21 and ANT22
10/07/23,3:35 PM,KVP,ANT24,-22.01063,43.26174,Antsatsamory,grandidieri,9,4,4.4,N,very rocky (ground is pure limestone),"zaha, sono, komokomoke, volofoty be, tifotifo, famata, sasave, katsafay, aloe",Y,"deep, 1/2 trunk height",3,Y,Y,N,NA,0,N,N,N,Y,N,Y,N,
10/07/23,3:38 PM,KVP,ANT25,-22.01057,43.26168,Antsatsamory,grandidieri,11,7.45,3.1,N,very rocky (ground is pure limestone),"sasave, famata, sekatse, nonoke, anakarake, sono, komokomoke, fandrihosy, katsafay",Y,"large (my height x wingspan, deep)",3,NA,N,N,NA,0,N,N,N,Y,N,Y,N,"use nonoke to climb to the top (don't need to use footholds which is maybe why there aren't any), another water hole near here next to manoroke"
10/07/23,3:43 PM,KVP,ANT26,-22.01073,43.2617,Antsatsamory,grandidieri,11,5.2,4.37,N,very rocky (ground is pure limestone),"laro, mokonazy, tapisaky, famata, sasave, sekatse, volofoty be, tifotifo",Y,small holes,1,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,"big ""wart"" near base"
10/07/23,3:51 PM,KVP,ANT27,-22.01076,43.26164,Antsatsamory,grandidieri,9,3.48,3.97,N,very rocky (ground is pure limestone),"nonoke, famata, komokomoke, katsafay, tifotifo, volofoty be, sasave",Y,small chunks,1,Y,Y,N,NA,0,N,N,N,Y,N,Y,N,
10/07/23,3:55 PM,KVP,ANT28,-22.01083,43.26164,Antsatsamory,grandidieri,8,11.55,4.08,N,very rocky (ground is pure limestone),"tsipapolahe, sasave, volofoty be, nonoke, boy, sekatse, famata, komokomoke, katsafay",Y,shallow but large area,2,NA,Y,Y,mare (all over trunk),3,N,N,N,Y,N,Y,N,
10/07/23,4:04 PM,KVP,ANT29,-22.01095,43.26161,Antsatsamory,grandidieri,7,5.86,5.4,N,very rocky (ground is pure limestone),"famata, tapisaky, boy, sekatse, anakarake, sambaratoake",Y,small patches,1,NA,Y,Y,"large patch, 1/2 trunk",3,N,N,N,Y,N,Y,N,
10/07/23,4:15 PM,KVP,ANT30,-22.01038,43.26139,Antsatsamory,grandidieri,2,6.95,3.9,N,very rocky (ground is pure limestone),"volofoty be, famata, sono, sasave, lombiry, lisinalika, tsipapolahe, nonokalika, tapisaky",Y,"deep, arm length patch x 2",2,NA,Y,N,NA,0,N,N,N,Y,N,Y,N,
10/07/23,4:20 PM,KVP,ANT31,-22.0103,43.26139,Antsatsamory,grandidieri,1,6,4,N,very rocky (ground is pure limestone),"komokomoke, lisinjere, hazondrano, katsafay, sasave, tsipapolahe, sono, famata, sekatse, fandrihosy",Y,"shallow, my H x my wingspan",2,NA,NA,Y,kely (patch),1,N,N,N,Y,N,Y,N,bumpy bark
11/07/23,10:17 AM,KVP,BAOBAB,-21.96879,43.269,Belavenoke,grandidieri,4,6.8,4.7,N,"limestone, some rock pieces and some soil showing (not big rock chunks)","sasave, kily, tangenbave, famata, matsake, sekatse, famonty, aloe, boy, vantango, antsy, satsesatse, sangovihovy",Y,"large hole carved (more than arm deep, more than forearm tall, more than arm wide)",3,N,Y,N,NA,0,N,N,N,N,N,N,N,"lichen on shade side (W face), bark in hole is dead (decayed/dried), mostly smooth bark, anaty ala honko (in mangrove forest), used for rituals (to have more crabs in mangrove forest for food), local guide said a prayer and gave some water before approaching (Elodie says typical ritual would have been cigarettes, alcohol, and honey), not recorded on an observation sheet (there is a photo of the GPS info + info in my phone notes)"
11/07/23,12:56 PM,KVP,ANT32,-21.9972,43.26369,Antsatsamory,grandidieri,3,7.7,5.05,N,rocky (large chunks of limestone),"famata, nonoke, sasave, kisirasira, sekatse, tapisaky, volofoty be, tsipotipoty",Y,kely,1,Y,Y,Y,mare,3,N,N,N,N,Y,Y,N,"slumped and bumpy bark, lichen all over branches, bees or wasps flying around, near ANT33"
11/07/23,12:56 PM,KVP,ANT33,-21.9972,43.26369,Antsatsamory,grandidieri,3,3.37,3.93,N,rocky (large chunks of limestone),"anakarake, famonty, matsake, volofoty be, tapisaky, sasave, famata, something similar to nonokalika",N,NA,0,NA,Y,Y,mare,3,N,N,N,N,Y,Y,N,near ANT32
11/07/23,1:10 PM,KVP,ANT34,-21.99729,43.26385,Antsatsamory,grandidieri,5,6.73,3.5,N,rocky (large chunks of limestone),"famata, tapisaky, sekatse, volofoty be, tsipapolahe, anakarake, boy",N,NA,0,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,"slumped bark, leaning"
11/07/23,1:15 PM,KVP,ANT35,-21.99721,43.26387,Antsatsamory,grandidieri,3,4.9,4.32,N,rocky (large chunks of limestone),"somontsoy, matsake, boy, sekatse, tapisaky, nonoka, volofoty be",N,NA,0,NA,Y,Y,mare,3,N,N,N,N,Y,Y,N,
11/07/23,1:20 PM,KVP,ANT36,-21.99711,43.26387,Antsatsamory,grandidieri,4,7.58,2.88,N,rocky (large chunks of limestone),"nonoka, vaho, tapisaky, famata, vantango, sekatse, matsake",N,NA,0,NA,N,Y,kely,1,N,N,N,N,Y,Y,N,"small bumps on bark, leaning"
11/07/23,1:27 PM,KVP,ANT37,-21.99707,43.26396,Antsatsamory,grandidieri,8,6.5,4.25,N,rocky (large chunks of limestone),"famata, tapisaky, nonoka, anakarake, sasave, vantango, volofoty be, boy, sambaratoake",Y,"large chunk (taller than me, forearm deep, wingspan)",3,NA,Y,Y,mare (all over trunk),3,N,N,N,N,Y,Y,N,dirt at base of limestone cliffs are similar to dirt seen near mangroves / mangrove baobab
11/07/23,1:29 PM,KVP,ANT38,-21.99708,43.26403,Antsatsamory,grandidieri,6,5.78,3.5,N,rocky (large chunks of limestone),"famata, vantango, matsake, volofoty be, farehitsy, boy",Y,kely,1,NA,Y,Y,1/2 of trunk,3,N,N,N,N,Y,Y,N,"malama, near ANT39"
11/07/23,1:29 PM,KVP,ANT39,-21.99708,43.26403,Antsatsamory,grandidieri,6,5.03,7.95,N,rocky (large chunks of limestone),"sasave, vantango, anakarake, sekatse",N,NA,0,NA,Y,Y,mare,3,N,N,N,N,Y,Y,N,"""elephant baobab"" (branch goes down like a trunk), bumpy bark, near ANT38"
11/07/23,1:38 PM,KVP,ANT40,-21.9973,43.26401,Antsatsamory,grandidieri,-4,4.71,3.6,N,rocky (large chunks of limestone),"hazondrano, saomontsoy, volofoty be, matsake, tapisaky, sasave, sekatse, famata",N,NA,0,NA,Y,Y,1/2 of trunk,3,N,N,N,N,Y,Y,N,
11/07/23,1:47 PM,KVP,ANT41,-21.9976,43.26373,Antsatsamory,grandidieri,-4,8.1,3.7,N,rocky (large chunks of limestone),"nonoke, sasave, sekatse, tapisaky, boy, volofoty be, sambaratoake",Y,"one patch (1/2 my height, shallow)",2,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,
11/07/23,1:49 PM,KVP,ANT42,-21.99784,43.2635,Antsatsamory,grandidieri,2,7.27,3.8,N,rocky (large chunks of limestone),"tapisaky, sekatse, lombiry, tsipotipoty, nonoka, famata, sasave, boy, tsipapolahe, volofoty be, vantango",Y,small patch stripped at trunk base,1,NA,Y,Y,kely,1,N,N,N,N,Y,Y,N,
11/07/23,1:53 PM,KVP,ANT43,-21.99788,43.26371,Antsatsamory,grandidieri,5,8.2,4.86,N,rocky (large chunks of limestone),"famata, tapisaky, volofoty be, boy, sekatse, sasave, anakarake, tsipapolahe",Y,small patch near base,1,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,
11/07/23,2:00 PM,KVP,ANT44,-21.99793,43.26387,Antsatsamory,grandidieri,7,6.87,4.56,N,rocky (large chunks of limestone),"vantango, komokomoke, famata, tsipapolahe, sekatse, volofoty be, sasave, matsake, tapisaky",Y,extensive (3-4 chairs),3,NA,Y,Y,kely,1,N,N,N,N,Y,Y,N,bark peeling off between patches of bark stripped
11/07/23,NA,KVP,NA - ANT MATY1,NA,NA,Antsatsamory,grandidieri,NA,NA,NA,NA,rocky (large chunks of limestone),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,Y,NA,"maty, seen near ANT44"
11/07/23,2:07 PM,KVP,ANT45,-21.99829,43.26358,Antsatsamory,grandidieri,5,7.3,4.45,N,rocky (large chunks of limestone),"tapisaky, laro, boy, famata, komokomoke, tsipapolahe, vantango, anakarake, volofoty be, sono, nonoke",Y,kely,1,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,next to ANT46
11/07/23,2:07 PM,KVP,ANT46,-21.99829,43.26358,Antsatsamory,grandidieri,5,7.35,3.6,N,rocky (large chunks of limestone),"tapisaky, laro, boy, famata, komokomoke, tsipapolahe, vantango, anakarake, volofoty be, sono",Y,3 x shallow but large area,3,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,next to ANT45
11/07/23,2:15 PM,KVP,ANT47,-21.99822,43.26331,Antsatsamory,grandidieri,4,4.4,3.6,N,rocky (large chunks of limestone),"sasave, satsasatsa, boy, sakoa, vantango, laza, tsipapolahe, tapisaky, laro, NS3",Y,kely,1,NA,Y,Y,kely,1,N,N,N,N,Y,Y,N,
11/07/23,2:22 PM,KVP,ANT48,-21.99811,43.26332,Antsatsamory,grandidieri,1,11.56,4.98,N,rocky (large chunks of limestone),"nonoke, famata, fandrihosy, komokomoke, tsipapolahe, zaha, volofoty be, laro, tapisaky, sasave",Y,kely,1,NA,Y,Y,small patches,1,N,N,N,N,Y,Y,N,bumpy bark
11/07/23,2:38 PM,KVP,ANT49,-21.99937,43.26405,Antsatsamory,grandidieri,2,9.39,5.15,N,rocky (large chunks of limestone),"sambaratoake, bolobolo, tsipapolahe, sekatse, boy, anakarake, kily, komokomoke, tapisaky, laro, famata, nonokalika, sasave, sono",Y,kely,1,NA,Y,N,NA,0,N,N,N,N,Y,N,N,malama
11/07/23,2:43 PM,KVP,ANT50,-21.9999,43.26402,Antsatsamory,grandidieri,1,6.86,4.7,N,rocky (large chunks of limestone),"farehitsy, sambaratoake, volofoty be, tapisaky, famata, laro, vantango, komokomoke, sasave, boy",Y,kely square deep patch,2,NA,N,Y,kely,1,N,"Y, one bud",N,N,N,N,N,papery bark peeling
13/07/23,10:12 AM,"KVP, Christelle",ANK1,-22.23485,43.31684,Ankindranoke,grandidieri,6,7.43,7.3,N,"sand (orange brown, M to C grains)","nato, famata, fatipatike, NS4, banake, sambaratoake, lisirere, katsafay, sono",Y,very large but shallow,2,NA,Y,Y,large patches,2,N,"Y, brown flowers and orange buds",N,N,N,N,N,bumpy bark
13/07/23,10:19 AM,KVP,ANK2,-22.23494,43.31649,Ankindranoke,grandidieri,5,4.36,7.2,N,"sand (orange brown, M to C grains)","katsafay, NS5, banake, sono, laro, kilily, fandrihosy, mangarahara",N,NA,0,NA,N,Y,kelykely,2,N,N,N,N,N,N,N,"fruits on ground from previous year(s) -- older/dry with brown kidney seeds and no pulp, ""natural baobab chair"" (no bark stripped), more extensive branches than previous baobabs (more branches that are thinner and stretch farther), nearby forest shells on ground, dry brown flowers on the ground"
13/07/23,10:37 AM,KVP,ANK3,-22.23486,43.31717,Ankindranoke,grandidieri,-5,5.62,8.04,N,"sand (orange brown, M to C grains)","NS7, lisinjere, komokomoke, sono, boy, laro, sekatse, sarakao, NS6",Y,very small patches,1,NA,Y,N,NA,0,N,N,N,N,N,N,N,
13/07/23,10:49 AM,KVP,ANK4,-22.23409,43.31713,Ankindranoke,grandidieri,-7,6.29,8,Y,"sand (orange brown, M to C grains)","tsipotipoty, komokomoke, laro, halomboro, sono, sarakao, lisirere",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,N,N,large branch/stem coming out main trunk
13/07/23,10:58 AM,KVP,ANK5,-22.23423,43.31722,Ankindranoke,grandidieri,1,2.42,7,Y,"sand (orange brown, M to C grains), rockier than previous trees (along cliff face)","lisirere, nonoka, komokomoke, sasave",Y,large (around trunk) but shallow,3,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,"core 1 1.8m from ground, core 2 1.8m from ground, for both cores, cored above breast height to be above the bark stripping, perpendicular cores"
13/07/23,11:48 AM,KVP,ANK6,-22.2343,43.31736,Ankindranoke,grandidieri,3,4.97,9,Y,"sand (orange brown, M to C grains)","hazomena, lisirere, mangarahara, boy, varo, nonoke, sekatse, sasave, laro, tsongofo",Y,2 x belly-size (shallow),2,NA,N,N,NA,0,N,"Y, white flowers",N,N,Y,Y,N,"next to baby baobab (ANK7), fruits of past seasons on ground, one large branch around breast height, malama, small brown baobab-like fruit (but too small to be baobab fruit) of another tree, at bottom of 2 cliffs"
13/07/23,11:48 AM,KVP,ANK7,-22.2343,43.31736,Ankindranoke,grandidieri,3,1.45,7.3,Y,"sand (orange brown, M to C grains)","hazomena, lisirere, mangarahara, boy, varo, nonoke, sekatse, sasave, laro, tsongofo",Y,"shallow, small area",1,NA,Y,N,NA,0,N,N,N,N,Y,Y,N,"small bumps along trunk, next to ANK7"
13/07/23,1:33 PM,KVP,ANK8,-22.23311,43.3172,Ankindranoke,grandidieri,-4,7.24,7.38,N,"sand (orange brown, M to C grains)","lisirere, sono, fengoke, laro, hazombalala, komokomoke, vantango, tsongofo, kifafa",Y,around entire trunk (my height),3,NA,Y,N,NA,0,N,N,N,N,N,Y,N,bark is dry at stripped areas (not smooth -- maybe more recent stripping?)
13/07/23,1:40 PM,KVP,ANK9,-22.23298,43.31735,Ankindranoke,grandidieri,14,1.26,4,Y,"sand (orange brown, M to C grains), rocky (yellow limestone on top of sand)","sono, komokomoke, vantango, laro, sakoa, lisirere, famata",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,malama
13/07/23,1:47 PM,KVP,ANK10,-22.23327,43.31739,Ankindranoke,grandidieri,14,8.96,9,Y,"sand (orange brown, M to C grains), rocky (yellow limestone on top of sand)","hazondrano, laro, lisirere, hazombalala, sono, sasave, komokomoke, famata, hazamafinto",Y,"stripped at base, very small (compared to bark area) patches -- 3 forearms stacked on each other",2,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"bark in stripped patches dry, may be related to ANK11?"
13/07/23,1:49 PM,KVP,ANK11,-22.23332,43.31734,Ankindranoke,grandidieri,13,1.7,5.8,N,"sand (orange brown, M to C grains), rocky (yellow limestone on top of sand)","hazondrano, laro, lisirere, hazombalala, sono, sasave, komokomoke, famata",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, large shell of baobab fruit nearby, may be related to ANK10?"
13/07/23,2:04 PM,KVP,ANK12,-22.23367,43.31788,Ankindranoke,grandidieri,12,9.85,8.8,N,"sand (orange brown, M to C grains)","komokomoke, lisinjere, remonty, katsafay, vantango, boy, fatipatike, sono, sasave, tsongofo",N,NA,0,NA,Y,Y,kely (very small patch),1,N,"Y, white flowers",N,N,N,N,N,brown flowers on ground
13/07/23,2:14 PM,KVP,ANK13,-22.23348,43.31826,Ankindranoke,grandidieri,15,0.92,5,Y,"sand (orange brown, M to C grains)","komokomoke, sasave, sono, halomboro, sekatse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,N,N,"discolored grey/white patchy bark color, malama"
13/07/23,2:21 PM,KVP,ANK14,-22.2335,43.31846,Ankindranoke,rubrostipa,13,2,6.5,N,"sand (orange brown, M to C grains), pink limestone","sono, fatipatike, remonty, halomboro, vilangioke",Y,very small,1,NA,NA,N,NA,0,N,N,N,N,N,Y,N,"old fruit on ground, both cores taken at breast height, cores taken opposite each other, tree where we noticed Roi had a toe injury"
13/07/23,2:19 PM,KVP,ANK15,-22.23364,43.31845,Ankindranoke,grandidieri,14,1.25,5.2,N,"sand (orange brown, M to C grains), pink limestone","sono, fandrihosy, katsafa, hazamafinto",Y,shallow bark stripped at base (about my height),2,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, GPS ran out of battery but recorded this tree before it died"
13/07/23,3:21 PM,KVP,ANK16,-22.2334435,43.3189439,Ankindranoke,rubrostipa,20,1.09,5.92,N,"sand (orange brown, M to C grains), patches of pink limestone but mostly sand","katsafay, komokomoke, vahironto",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"bark peeling (yellowish), seeds on ground nearby, coordinates determined using Roi's phone GPS"
13/07/23,3:21 PM,KVP,ANK17,-22.2334435,43.3189439,Ankindranoke,rubrostipa,20,1.3,5.16,N,"sand (orange brown, M to C grains), patches of pink limestone but mostly sand","katsafay, komokomoke, vahironto",Y?,possibly shallow bark stripped,NA,NA,N,N,NA,0,N,N,N,N,N,Y,N,"bark peeling (yellowish), seeds on ground nearby, coordinates determined using Roi's phone GPS"
14/07/23,9:49 AM,KVP,ANK18,-22.23352,43.31836,Ankindranoke,grandidieri,13,0.42,2.18,N,"sand (orange brown, M to C grains)","komokomoke, famainty, remonty, maintimpo, vilangioke, antso, sambaratoake, katsafay, handy, laro",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,malama
14/07/23,9:57 AM,KVP,ANK19,-22.23436,43.31838,Ankindranoke,grandidieri,13,8.33,7.6,N,"sand (orange brown, M to C grains)","fandrihosy, hazombavy, remonty, komokomoke, mangarahara, boy, laro, katsafay, fatipatike, manaritoloho, lengo",Y,"shallow, large area",2,NA,Y,N,NA,0,Y,N,N,N,N,Y,N,"bark stripped is older/healed, fruit on ground, bumpy bark, next to ANK20"
